0.000000;0.000000;-0.000217;10836096571866143676223910313984.000000;0.000000;0.117244
1.000000;0.000000;-0.000217;10836096571866143676223910313984.000000;0.000000;0.117245
0.000000;0.000000;-4010161840586752.000000;10836096571866143676223910313984.000000;0.000000;0.116859
1.000000;0.000000;-4010161840586752.000000;10836096571866143676223910313984.000000;0.000000;0.116862
0.000000;25.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112244
1.000000;54.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112242
2.000000;88.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112238
3.000000;116.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112236
4.000000;146.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112232
5.000000;169.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112229
6.000000;205.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112229
7.000000;233.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112232
8.000000;259.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112227
9.000000;283.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112233
10.000000;304.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112231
11.000000;336.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112233
12.000000;363.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112235
13.000000;386.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112233
14.000000;420.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112233
15.000000;446.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112229
16.000000;463.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112230
17.000000;490.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112230
18.000000;506.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112233
19.000000;528.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112233
20.000000;561.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112232
21.000000;584.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112232
22.000000;609.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112231
23.000000;624.000000;0.000000;10836096571866143676223910313984.000000;0.000000;0.112231
